window_idx,t0,t1,x0,y0,yaw0,xt,yt,yawt,v0,vt,dyaw_deg,xr_true,yr_true,xr_pred,yr_pred,err_x,err_y,err_dist
2286,11430,11444,-0.28579747676849365,-1.801026701927185,107.00072479248047,-0.2552478313446045,-1.3424537181854248,78.94979858398438,0.8128336668014526,0.8018245100975037,-28.050926208496094,0.42960160776031286,-0.16329397068814375,0.3661908507347107,-0.17903146147727966,-0.06341075897216797,-0.015737488865852356,0.06533446953354108
2287,11435,11449,-0.2981191575527191,-1.6333554983139038,93.50952911376953,-0.2277907133102417,-1.188112735748291,80.03400421142578,0.8086315393447876,0.7412498593330383,-13.47552490234375,0.4401026446875523,-0.09745188466955387,0.46081969141960144,-0.06821120530366898,0.02071705460548401,0.029240682721138,0.03583592997990794
2288,11440,11454,-0.2831905484199524,-1.485537052154541,83.50057220458984,-0.2604711055755615,-1.0669505596160889,107.20893096923828,0.6986286044120789,0.5700869560241699,23.708358764648438,0.41846791986991344,0.024807758031530104,0.419598788022995,0.05070174112915993,0.0011308789253234863,0.025893982499837875,0.02591866541405346
2289,11445,11459,-0.25111496448516846,-1.3208518028259277,78.43746948242188,-0.32726919651031494,-0.9398004412651062,119.67522430419922,0.6435536742210388,0.5638578534126282,41.237754821777344,0.35805436399221674,0.15098569345744295,0.3896646499633789,0.2064325511455536,0.03161028027534485,0.05544686317443848,0.0638244816271214
2290,11450,11464,-0.2298048883676529,-1.1659624576568604,85.76944732666016,-0.37061142921447754,-0.8099504709243774,105.43646240234375,0.6099836230278015,0.5422258973121643,19.667015075683594,0.34465465587066074,0.16668588671250634,0.3240514099597931,0.09312877058982849,-0.0206032395362854,-0.07355712354183197,0.07638811362468564
2291,11455,11469,-0.2765134871006012,-1.028874158859253,109.95990753173828,-0.37551045417785645,-0.6748932003974915,90.85897064208984,0.6808161735534668,0.6485298275947571,-19.100936889648438,0.3665117839014428,-0.027785440528891203,0.3759893774986267,-0.037376560270786285,0.009477585554122925,-0.009591119363904,0.013483849546341497
2292,11460,11474,-0.34437069296836853,-0.9049805998802185,119.19983673095703,-0.34538403153419495,-0.5456367135047913,75.48628234863281,0.6612941026687622,0.6248026490211487,-43.71355438232422,0.3141740757929773,-0.17442392505064647,0.3943825662136078,-0.1574009358882904,0.08020848035812378,0.017022982239723206,0.08199501354163836
2293,11465,11479,-0.3737427592277527,-0.7927944660186768,103.10462951660156,-0.3011108636856079,-0.44067665934562683,66.43641662597656,0.521520733833313,0.5230710506439209,-36.668212890625,0.3264800017379548,-0.15057606214624372,0.3362770974636078,-0.14534562826156616,0.009797096252441406,0.005230426788330078,0.011105874993339442
2294,11470,11484,-0.3738536536693573,-0.6556119322776794,87.88168334960938,-0.267599880695343,-0.32285791635513306,75.97260284423828,0.5466128587722778,0.4821259081363678,-11.909080505371094,0.33645409834623735,-0.09388151623091776,0.3402137756347656,-0.08451997488737106,0.0037596821784973145,0.009361542761325836,0.010088294848756278
2295,11475,11489,-0.3391301929950714,-0.5278504490852356,72.85926055908203,-0.2552680969238281,-0.20590747892856598,84.31554412841797,0.5210734605789185,0.4603518843650818,11.456283569335938,0.33235929353116495,0.014745737990146529,0.31859543919563293,-0.1461564004421234,-0.013763844966888428,-0.16090214252471924,0.16148976096742976
2296,11480,11494,-0.2888472378253937,-0.40790316462516785,66.68545532226562,-0.20756235718727112,-0.09812802076339722,64.68307495117188,0.6120744943618774,0.5506846308708191,-2.00238037109375,0.31665156564288843,0.04795474482094611,0.32367241382598877,-0.11451328545808792,0.007020860910415649,-0.16246803104877472,0.16261965933056505
2297,11485,11499,-0.26355859637260437,-0.2891962230205536,78.7618179321289,-0.13511286675930023,-0.0003263970138505101,51.88719177246094,0.5739493370056152,0.5718902349472046,-26.87462615966797,0.3083634270778585,-0.06968557825846664,0.35450848937034607,-0.1507769227027893,0.04614505171775818,-0.08109134435653687,0.0933015108537103
2298,11490,11504,-0.2503780722618103,-0.1886361688375473,80.52645111083984,-0.040428198873996735,0.07523143291473389,38.1968879699707,0.47012215852737427,0.581617534160614,-42.32956314086914,0.2948250343817837,-0.16365595218079904,0.32513633370399475,-0.07725084573030472,0.030311286449432373,0.08640510588884354,0.09156755107504955
2299,11495,11509,-0.19929057359695435,-0.0821375772356987,62.63145065307617,0.05715087056159973,0.12336613982915878,25.337188720703125,0.46750608086586,0.4888533651828766,-37.29426193237305,0.30039055300790285,-0.13326480282956982,0.2879069745540619,-0.09451287239789963,-0.012483566999435425,0.038751937448978424,0.04071304583396985
2300,11500,11514,-0.12353503704071045,0.009840089827775955,48.67814636230469,0.1796552687883377,0.15207722783088684,11.291206359863281,0.4651421904563904,0.49433985352516174,-37.386940002441406,0.3070148099961281,-0.13378214919429035,0.32851138710975647,-0.08804681152105331,0.021496564149856567,0.04573533684015274,0.050535366884303226
2301,11505,11519,-0.023181509226560593,0.08532938361167908,35.74052810668945,0.3148810863494873,0.1548074185848236,-0.9511834383010864,0.5936529040336609,0.5296685099601746,-36.69171142578125,0.3149786425842187,-0.1410743174034853,0.3252567946910858,-0.16668209433555603,0.010278165340423584,-0.025607779622077942,0.027593460456021006
2302,11510,11524,0.091514952480793,0.1344791203737259,22.49345588684082,0.44141173362731934,0.12357108294963837,-13.80772876739502,0.5938843488693237,0.612759530544281,-36.301185607910156,0.31910459876399355,-0.1439409705354404,0.37713396549224854,-0.14066076278686523,0.058029353618621826,0.0032802075147628784,0.0581219893218992
2303,11515,11529,0.21859098970890045,0.15640610456466675,9.049298286437988,0.558444619178772,0.06264905631542206,-28.72829246520996,0.6120901107788086,0.618144690990448,-37.777591705322266,0.3208771086082932,-0.1460437087308631,0.3937869966030121,-0.16826248168945312,0.0729098916053772,-0.022218778729438782,0.07622024942320521
2304,11520,11534,0.3332204520702362,0.15016087889671326,-3.647592306137085,0.6438899040222168,-0.011066799983382225,-41.56233596801758,0.5308115482330322,0.5253011584281921,-37.91474533081055,0.32029733051288856,-0.14113642718187572,0.3247084617614746,-0.19776558876037598,0.004411131143569946,-0.05662916600704193,0.05680070880384228
2305,11525,11539,0.45988887548446655,0.11667001992464066,-16.901771545410156,0.7222943305969238,-0.11870574206113815,-55.56266403198242,0.5233374834060669,0.5329902172088623,-38.660892486572266,0.3195019589357354,-0.1489190063067487,0.3576509356498718,-0.20725557208061218,0.038148969411849976,-0.05833657085895538,0.0697029365720569
2306,11530,11544,0.5724265575408936,0.052297379821538925,-30.610095977783203,0.7724089026451111,-0.24453853070735931,-69.94453430175781,0.6084011197090149,0.532645046710968,-39.33443832397461,0.3232620536731738,-0.1536428786280219,0.3518279790878296,-0.20603150129318237,0.028565913438796997,-0.05238862335681915,0.059670589638577395
2307,11535,11549,0.6674928069114685,-0.03878191113471985,-44.46538543701172,0.8156169056892395,-0.37509384751319885,-71.33380126953125,0.615744411945343,0.6560184359550476,-26.86841583251953,0.341291474741016,-0.13625929861287042,0.3633343279361725,-0.17812460660934448,0.022042840719223022,-0.04186530411243439,0.04731374552283567
2308,11540,11554,0.7391980290412903,-0.15356652438640594,-59.53699493408203,0.8678644895553589,-0.50870281457901,-68.23893737792969,0.6365104913711548,0.6790030002593994,-8.701942443847656,0.3713436571923027,-0.06914275343189212,0.39438527822494507,-0.1075693890452385,0.023041635751724243,-0.03842663764953613,0.04480539542470175
2309,11545,11559,0.7774420976638794,-0.2620917856693268,-71.23250579833984,0.9272865653038025,-0.6169134974479675,-60.26599884033203,0.5290087461471558,0.5709075927734375,10.966506958007812,0.3841657771128061,0.027721243246480842,0.47031089663505554,0.06329315900802612,0.08614513278007507,0.03557191789150238,0.09320056461297084
2310,11550,11564,0.8220951557159424,-0.3940453827381134,-70.59178161621094,1.0269595384597778,-0.7344203591346741,-48.11763381958008,0.55061274766922,0.6032887101173401,22.47414779663086,0.3891088710869204,0.08011757806770183,0.41731876134872437,0.18156132102012634,0.02820989489555359,0.10144374519586563,0.10529307484057007
2311,11555,11569,0.8758037686347961,-0.5267788767814636,-67.39678192138672,1.115342378616333,-0.8646088242530823,-58.35897445678711,0.5641788840293884,0.6275155544281006,9.03780746459961,0.40394675490198984,0.09129533550360161,0.4701171815395355,0.14545920491218567,0.06617042422294617,0.054163865745067596,0.0855116915649221
2312,11560,11574,0.9537308812141418,-0.6527551412582397,-57.95780563354492,1.1662704944610596,-1.0135071277618408,-71.68696594238281,0.699496865272522,0.7288529276847839,-13.72916030883789,0.41855571135621544,-0.01123385314735098,0.4403602182865143,0.09424126893281937,0.021804511547088623,0.10547512024641037,0.10770532816347503
2313,11565,11579,1.0554893016815186,-0.7674749493598938,-48.46515655517578,1.1829062700271606,-1.170168399810791,-85.3311538696289,0.7237594723701477,0.734375536441803,-36.865997314453125,0.3859242939282465,-0.17163781114436288,0.36318960785865784,-0.08486614376306534,-0.02273467183113098,0.08677167445421219,0.08970055067198306
2314,11570,11584,1.1246320009231567,-0.8876999616622925,-61.342628479003906,1.170555591583252,-1.3310425281524658,-94.80731201171875,0.6338766813278198,0.7633573412895203,-33.464683532714844,0.4110581368738492,-0.17231603393477238,0.3432261347770691,-0.13306796550750732,-0.06783199310302734,0.039248064160346985,0.07836829606839658
2315,11575,11589,1.172037959098816,-1.0370886325836182,-74.6102523803711,1.1583232879638672,-1.470229983329773,-96.44359588623047,0.6310104727745056,0.6411154270172119,-21.833343505859375,0.41397051217410946,-0.1281715139211859,0.39078065752983093,-0.1477266550064087,-0.023189842700958252,-0.019555136561393738,0.030334339788924775
